-4.0000000000,-4.0540002831,13
-3.9500000000,-4.0046986783,17
-3.9000000000,-3.9554154207,14
-3.8500000000,-3.9061512452,14
-3.8000000000,-3.8569069263,13
-3.7500000000,-3.8076832811,13
-3.7000000000,-3.7584811725,17
-3.6500000000,-3.7093015121,13
-3.6000000000,-3.6601452639,13
-3.5500000000,-3.6110134481,17
-3.5000000000,-3.5619071453,12
-3.4500000000,-3.5128275010,13
-3.4000000000,-3.4637757306,14
-3.3500000000,-3.4147531247,12
-3.3000000000,-3.3657610554,21
-3.2500000000,-3.3168009824,15
-3.2000000000,-3.2678744603,30
-3.1500000000,-3.2189831469,14
-3.1000000000,-3.1701288111,14
-3.0500000000,-3.1213133432,14
-3.0000000000,-3.0725387651,15
-2.9500000000,-3.0238072422,13
-2.9000000000,-2.9751210963,15
-2.8500000000,-2.9264828204,16
-2.8000000000,-2.8778950941,13
-2.7500000000,-2.8293608024,19
-2.7000000000,-2.7808830552,13
-2.6500000000,-2.7324652104,16
-2.6000000000,-2.6841108986,14
-2.5500000000,-2.6358240520,16
-2.5000000000,-2.5876089364,13
-2.4500000000,-2.5394701879,14
-2.4000000000,-2.4914128538,14
-2.3500000000,-2.4434424399,17
-2.3000000000,-2.3955649641,13
-2.2500000000,-2.3477870179,14
-2.2000000000,-2.3001158372,13
-2.1500000000,-2.2525593832,14
-2.1000000000,-2.2051264372,15
-2.0500000000,-2.1578267096,13
-2.0000000000,-2.1106709681,13
-1.9500000000,-2.0636711869,19
-1.9000000000,-2.0168407229,15
-1.8500000000,-1.9701945250,15
-1.8000000000,-1.9237493815,14
-1.7500000000,-1.8775242182,16
-1.7000000000,-1.8315404566,13
-1.6500000000,-1.7858224504,14
-1.6000000000,-1.7403980190,14
-1.5500000000,-1.6952991091,15
-1.5000000000,-1.6505626217,14
-1.4500000000,-1.6062314614,16
-1.4000000000,-1.5623558876,21
-1.3500000000,-1.5189952897,15
-1.3000000000,-1.4762205727,14
-1.2500000000,-1.4291713775,14
-1.2000000000,-1.3844675716,16
-1.1500000000,-1.3444165739,16
-1.1000000000,-1.3041950350,15
-1.0500000000,-1.2668840300,13
-1.0000000000,-1.2311960294,15
-.9500000000,-1.1987966505,17
-.9000000000,-1.1722186691,45
-.8500000000,-1.1494385310,47
-.8000000000,-1.1291098883,46
-.7500000000,-1.1108500776,48
-.7000000000,-1.0944270427,48
-.6500000000,-1.0796752473,48
-.6000000000,-1.0664661070,49
-.5500000000,-1.0546953654,50
-.5000000000,-1.0442749139,49
-.4500000000,-1.0351274028,49
-.4000000000,-1.0271834891,49
-.3500000000,-1.0203803288,50
-.3000000000,-1.0146598927,51
-.2500000000,-1.0099667461,48
-.2000000000,-1.0062459605,50
-.1500000000,-1.0034421661,51
-.1000000000,-1.0015003731,49
-.0500000000,-1.0003684025,49
-.0000000000,-1.0000000000,50
.0500000000,-1.0003684025,49
.1000000000,-1.0015003731,48
.1500000000,-1.0034421661,50
.2000000000,-1.0062459605,48
.2500000000,-1.0099667461,48
.3000000000,-1.0146598927,50
.3500000000,-1.0203803288,48
.4000000000,-1.0271834891,49
.4500000000,-1.0351274028,48
.5000000000,-1.0442749139,48
.5500000000,-1.0546953654,49
.6000000000,-1.0664661070,50
.6500000000,-1.0796752473,49
.7000000000,-1.0944270427,47
.7500000000,-1.1108500776,49
.8000000000,-1.1291098883,48
.8500000000,-1.1494385310,49
.9000000000,-1.1722186691,45
.9500000000,-1.1987966505,18
1.0000000000,-1.2311960294,14
1.0500000000,-1.2668840300,13
1.1000000000,-1.3041950350,14
1.1500000000,-1.3444165739,14
1.2000000000,-1.3844675716,13
1.2500000000,-1.4291713775,14
1.3000000000,-1.4762205727,17
1.3500000000,-1.5189952897,14
1.4000000000,-1.5623558876,18
1.4500000000,-1.6062314614,14
1.5000000000,-1.6505626217,14
1.5500000000,-1.6952991091,19
1.6000000000,-1.7403980190,15
1.6500000000,-1.7858224504,17
1.7000000000,-1.8315404566,13
1.7500000000,-1.8775242182,18
1.8000000000,-1.9237493815,14
1.8500000000,-1.9701945250,14
1.9000000000,-2.0168407229,13
1.9500000000,-2.0636711869,14
2.0000000000,-2.1106709681,13
2.0500000000,-2.1578267096,13
2.1000000000,-2.2051264372,15
2.1500000000,-2.2525593832,13
2.2000000000,-2.3001158372,15
2.2500000000,-2.3477870179,14
2.3000000000,-2.3955649641,13
2.3500000000,-2.4434424399,14
2.4000000000,-2.4914128538,14
2.4500000000,-2.5394701879,13
2.5000000000,-2.5876089364,15
2.5500000000,-2.6358240520,15
2.6000000000,-2.6841108986,17
2.6500000000,-2.7324652104,15
2.7000000000,-2.7808830552,13
2.7500000000,-2.8293608024,13
2.8000000000,-2.8778950941,13
2.8500000000,-2.9264828204,15
2.9000000000,-2.9751210963,17
2.9500000000,-3.0238072422,13
3.0000000000,-3.0725387651,14
3.0500000000,-3.1213133432,18
3.1000000000,-3.1701288111,14
3.1500000000,-3.2189831469,13
3.2000000000,-3.2678744603,17
3.2500000000,-3.3168009824,13
3.3000000000,-3.3657610554,18
3.3500000000,-3.4147531247,15
3.4000000000,-3.4637757306,13
3.4500000000,-3.5128275010,17
3.5000000000,-3.5619071453,19
3.5500000000,-3.6110134481,12
3.6000000000,-3.6601452639,18
3.6500000000,-3.7093015121,14
3.7000000000,-3.7584811725,13
3.7500000000,-3.8076832811,13
3.8000000000,-3.8569069263,14
3.8500000000,-3.9061512452,17
3.9000000000,-3.9554154207,14
3.9500000000,-4.0046986783,14
4.0000000000,-4.0540002831,14
