-4.0000000000,-4.0772512774,10000
-3.9500000000,-4.0282561275,10000
-3.9000000000,-3.9792859235,10000
-3.8500000000,-3.9303469848,10000
-3.8000000000,-3.8814345797,10000
-3.7500000000,-3.8325525792,10000
-3.7000000000,-3.7837018982,10000
-3.6500000000,-3.7348837313,10000
-3.6000000000,-3.6861000503,10000
-3.5500000000,-3.6373509142,10000
-3.5000000000,-3.5886401398,10000
-3.4500000000,-3.5399675121,10000
-3.4000000000,-3.4913310562,10000
-3.3500000000,-3.4427417692,10000
-3.3000000000,-3.3941971067,10000
-3.2500000000,-3.3457043552,10000
-3.2000000000,-3.2972557468,10000
-3.1500000000,-3.2488533140,10000
-3.1000000000,-3.2005103655,10000
-3.0500000000,-3.1522301794,10000
-3.0000000000,-3.1040023020,10000
-2.9500000000,-3.0558361155,10000
-2.9000000000,-3.0077403889,10000
-2.8500000000,-2.9597224195,10000
-2.8000000000,-2.9117711886,10000
-2.7500000000,-2.8639005251,10000
-2.7000000000,-2.8161117611,10000
-2.6500000000,-2.7684114114,10000
-2.6000000000,-2.7208081033,10000
-2.5500000000,-2.6732940032,10000
-2.5000000000,-2.6259041684,10000
-2.4500000000,-2.5786188373,10000
-2.4000000000,-2.5314533063,10000
-2.3500000000,-2.4844195129,10000
-2.3000000000,-2.4375209578,10000
-2.2500000000,-2.3907744244,10000
-2.2000000000,-2.3441850805,10000
-2.1500000000,-2.2977667127,10000
-2.1000000000,-2.2515324000,10000
-2.0500000000,-2.2054948379,10000
-2.0000000000,-2.1596750428,10000
-1.9500000000,-2.1140836486,10000
-1.9000000000,-2.0687472026,10000
-1.8500000000,-2.0236818523,10000
-1.8000000000,-1.9789133227,10000
-1.7500000000,-1.9344682043,10000
-1.7000000000,-1.8903670512,10000
-1.6500000000,-1.8466700230,10000
-1.6000000000,-1.8033866673,10000
-1.5500000000,-1.7605584890,10000
-1.5000000000,-1.7182566748,10000
-1.4500000000,-1.6765064142,10000
-1.4000000000,-1.6353725557,10000
-1.3500000000,-1.5949145872,10000
-1.3000000000,-1.5552099938,10000
-1.2500000000,-1.5163249597,10000
-1.2000000000,-1.4783439443,10000
-1.1500000000,-1.4413530360,10000
-1.1000000000,-1.4054475561,10000
-1.0500000000,-1.3706826130,10000
-1.0000000000,-1.3372653305,10000
-.9500000000,-1.3051757848,10000
-.9000000000,-1.2745465233,10000
-.8500000000,-1.2454381261,10000
-.8000000000,-1.2178872249,10000
-.7500000000,-1.1920631406,10000
-.7000000000,-1.1678511109,10000
-.6500000000,-1.1453048477,10000
-.6000000000,-1.1244109777,10000
-.5500000000,-1.1051521720,10000
-.5000000000,-1.0874950547,10000
-.4500000000,-1.0714179469,10000
-.4000000000,-1.0568538721,10000
-.3500000000,-1.0439357260,10000
-.3000000000,-1.0324962379,10000
-.2500000000,-1.0227273284,10000
-.2000000000,-1.0146142278,10000
-.1500000000,-1.0082913172,10000
-.1000000000,-1.0035901521,10000
-.0500000000,-1.0007899506,10000
-.0000000000,-.9999500100,10000
.0500000000,-1.0007899036,10000
.1000000000,-1.0035901521,10000
.1500000000,-1.0082151661,10000
.2000000000,-1.0146142279,10000
.2500000000,-1.0228100397,10000
.3000000000,-1.0324973300,10000
.3500000000,-1.0439525834,10000
.4000000000,-1.0569051188,10000
.4500000000,-1.0714172013,10000
.5000000000,-1.0874949843,10000
.5500000000,-1.1051525820,10000
.6000000000,-1.1244130169,10000
.6500000000,-1.1453048772,10000
.7000000000,-1.1678511110,10000
.7500000000,-1.1920631372,10000
.8000000000,-1.2179358795,10000
.8500000000,-1.2454449816,10000
.9000000000,-1.2745465257,10000
.9500000000,-1.3051787630,10000
1.0000000000,-1.3372653508,10000
1.0500000000,-1.3707193808,10000
1.1000000000,-1.4054475764,10000
1.1500000000,-1.4413541384,10000
1.2000000000,-1.4783406034,10000
1.2500000000,-1.5163249758,10000
1.3000000000,-1.5552099955,10000
1.3500000000,-1.5949175748,10000
1.4000000000,-1.6353726045,10000
1.4500000000,-1.6765064222,10000
1.5000000000,-1.7182566748,10000
1.5500000000,-1.7605670099,10000
1.6000000000,-1.8033866673,10000
1.6500000000,-1.8466700230,10000
1.7000000000,-1.8903761203,10000
1.7500000000,-1.9344657827,10000
1.8000000000,-1.9789105092,10000
1.8500000000,-2.0236818520,10000
1.9000000000,-2.0687472026,10000
1.9500000000,-2.1140854491,10000
2.0000000000,-2.1596750428,10000
2.0500000000,-2.2054965466,10000
2.1000000000,-2.2515324000,10000
2.1500000000,-2.2977667127,10000
2.2000000000,-2.3441850805,10000
2.2500000000,-2.3907744246,10000
2.3000000000,-2.4375228486,10000
2.3500000000,-2.4844195130,10000
2.4000000000,-2.5314545242,10000
2.4500000000,-2.5786188368,10000
2.5000000000,-2.6259041683,10000
2.5500000000,-2.6733029190,10000
2.6000000000,-2.7208081075,10000
2.6500000000,-2.7684133095,10000
2.7000000000,-2.8161126040,10000
2.7500000000,-2.8639005258,10000
2.8000000000,-2.9117720231,10000
2.8500000000,-2.9597224195,10000
2.9000000000,-3.0077473806,10000
2.9500000000,-3.0558428827,10000
3.0000000000,-3.1040051868,10000
3.0500000000,-3.1522308130,10000
3.1000000000,-3.2005165193,10000
3.1500000000,-3.2488587323,10000
3.2000000000,-3.2972562748,10000
3.2500000000,-3.3457048589,10000
3.3000000000,-3.3942025620,10000
3.3500000000,-3.4427470683,10000
3.4000000000,-3.4913362054,10000
3.4500000000,-3.5399679342,10000
3.5000000000,-3.5886403379,10000
3.5500000000,-3.6373516136,10000
3.6000000000,-3.6861000638,10000
3.6500000000,-3.7348840888,10000
3.7000000000,-3.7837021797,10000
3.7500000000,-3.8325529121,10000
3.8000000000,-3.8814349403,10000
3.8500000000,-3.9303469917,10000
3.9000000000,-3.9792878623,10000
3.9500000000,-4.0282564119,10000
4.0000000000,-4.0772515597,10000
